,coef,OR,CI_lo,CI_hi,p
const,-0.13148756155967894,0.876790180972311,0.5152450001914591,1.4920300462183913,0.6278462629210668
SDI,-0.7696847191079098,0.46315907049909527,0.279318359744881,0.7679993709740996,0.0028544448900351114
Q14_norm,-1.1434636428044418,0.31871319915554674,0.15123695666375878,0.6716486866487216,0.0026430806602536156
elder_rate_con,0.43120715296066986,1.5391143490298502,0.9690409108892873,2.444554149128408,0.06773919721335382
foreign_rate_con,1.8737570101915142,6.512718843943986,3.6243889224967223,11.702802223290226,3.697373924829238e-10
female_rate_con,3.1349955794523994,22.98853421990041,3.189698883214932,165.68106424104795,0.0018644260634805428
