row_id,F_score,S_score,SDI,WT2
1769,1.0,1.0,0.0,0.533214378
1770,1.0,1.0,0.0,0.533214378
1771,1.0,0.9875,-0.012499999999999956,2.306523736
1772,0.875,0.7,-0.17500000000000004,0.932002801
1773,1.0,0.9875,-0.012499999999999956,0.721806682
1774,1.0,0.9375,-0.0625,2.1558561
1775,1.0,0.9875,-0.012499999999999956,0.932002801
1776,1.0,0.9875,-0.012499999999999956,0.903546579
1777,1.0,0.9625,-0.03749999999999998,0.94576582
1778,1.0,0.925,-0.07499999999999996,0.932002801
1779,0.9583333333333334,0.9875,0.029166666666666674,0.533214378
1780,1.0,0.925,-0.07499999999999996,0.605431761
1781,0.9583333333333334,0.9875,0.029166666666666674,1.735165786
1782,1.0,1.0,0.0,0.533214378
1783,0.9166666666666666,0.925,0.008333333333333415,0.84132135
1784,0.8333333333333334,0.95,0.11666666666666659,0.630390615
1785,1.0,0.875,-0.125,0.630390615
1786,0.9583333333333334,0.9,-0.05833333333333335,0.84132135
1787,0.75,0.7625,0.012499999999999956,0.84132135
1788,1.0,1.0,0.0,1.208506109
1789,0.75,0.7375,-0.012499999999999956,0.677589622
1790,0.9583333333333334,0.9,-0.05833333333333335,0.84132135
1791,0.875,0.8,-0.07499999999999996,0.84132135
1792,0.9166666666666666,0.8375,-0.07916666666666661,0.683504201
1793,0.875,0.9375,0.0625,0.630390615
1794,0.9166666666666666,0.9,-0.016666666666666607,0.630390615
1795,0.9583333333333334,0.775,-0.18333333333333335,0.84132135
1796,0.8333333333333334,0.725,-0.10833333333333339,1.602603829
1797,1.0,1.0,0.0,0.932002801
1798,0.9583333333333334,0.7625,-0.19583333333333341,0.594599021
1799,0.9166666666666666,0.8375,-0.07916666666666661,1.215484191
1800,1.0,0.8875,-0.11250000000000004,1.215484191
1801,0.5,0.6125,0.11250000000000004,0.94576582
1802,0.7916666666666666,0.7625,-0.029166666666666674,1.643303916
1803,0.5833333333333334,0.5125,-0.07083333333333341,1.127635276
1804,0.6666666666666666,0.7375,0.07083333333333341,0.594599021
1805,0.7916666666666666,0.725,-0.06666666666666665,1.291881242
1806,0.625,0.6125,-0.012499999999999956,0.538908048
1807,0.7083333333333334,0.5375,-0.1708333333333334,1.127635276
1808,0.75,0.7625,0.012499999999999956,1.602603829
1809,0.9166666666666666,0.8125,-0.10416666666666663,1.127635276
1810,0.875,0.7375,-0.13749999999999996,1.602603829
1811,0.7916666666666666,0.7375,-0.054166666666666585,1.599476097
1812,1.0,0.9125,-0.08750000000000002,0.677589622
1813,0.7916666666666666,0.8,0.008333333333333415,0.594599021
1814,0.875,0.8875,0.012499999999999956,0.677589622
1815,0.9166666666666666,0.8375,-0.07916666666666661,0.677589622
1816,0.8333333333333334,0.825,-0.008333333333333415,0.594599021
1817,0.9166666666666666,0.8375,-0.07916666666666661,0.683504201
1818,0.875,0.825,-0.050000000000000044,1.643303916
1819,0.875,0.9375,0.0625,0.932002801
1820,0.9583333333333334,0.925,-0.033333333333333326,1.127635276
1821,0.9583333333333334,0.975,0.016666666666666607,1.056428473
1822,1.0,0.8125,-0.1875,0.594599021
1823,0.75,0.7625,0.012499999999999956,0.683504201
1824,1.0,1.0,0.0,0.594599021
1825,0.7083333333333334,0.75,0.04166666666666663,0.491047641
1826,0.7083333333333334,0.4125,-0.2958333333333334,0.683504201
1827,0.5,0.5375,0.03749999999999998,0.683504201
1828,1.0,0.9125,-0.08750000000000002,1.502503257
1829,1.0,0.9125,-0.08750000000000002,2.306523736
1830,0.75,0.7875,0.03749999999999998,0.594599021
1831,0.9583333333333334,0.8875,-0.07083333333333341,0.932002801
1832,0.9166666666666666,0.925,0.008333333333333415,2.02770841
1833,0.9583333333333334,0.9,-0.05833333333333335,1.291881242
1834,0.9166666666666666,0.9375,0.02083333333333337,0.796001779
1835,0.9583333333333334,0.975,0.016666666666666607,1.291881242
1836,0.9583333333333334,0.975,0.016666666666666607,1.291881242
