row_id,F_score,S_score,SDI,WT2
0,1.0,1.0,0.0,2.268002547
1,1.0,1.0,0.0,2.268002547
2,1.0,0.9875,-0.012499999999999956,1.273550064
3,0.875,0.8375,-0.03749999999999998,2.268002547
4,1.0,1.0,0.0,0.687529472
5,0.625,0.5625,-0.0625,0.571942888
6,1.0,1.0,0.0,1.274212377
7,1.0,1.0,0.0,1.274212377
8,1.0,0.8625,-0.13749999999999996,0.880355226
9,1.0,1.0,0.0,0.571942888
10,0.9166666666666666,0.575,-0.3416666666666667,1.273550064
11,1.0,0.9,-0.09999999999999998,0.687529472
12,0.9583333333333334,0.8875,-0.07083333333333341,0.654072814
13,0.75,0.75,0.0,0.687529472
14,0.875,0.6875,-0.1875,0.687529472
15,1.0,0.9625,-0.03749999999999998,0.571942888
16,0.9583333333333334,1.0,0.04166666666666663,2.268002547
17,0.7083333333333334,0.6875,-0.02083333333333337,2.268002547
18,0.9166666666666666,0.6375,-0.2791666666666667,0.571942888
19,1.0,1.0,0.0,1.273550064
20,0.75,0.75,0.0,1.273550064
21,0.9166666666666666,0.85,-0.06666666666666665,0.607515266
22,0.6666666666666666,0.8125,0.14583333333333337,1.274212377
23,1.0,1.0,0.0,0.880355226
24,1.0,0.975,-0.025000000000000022,0.687529472
25,1.0,0.7375,-0.26249999999999996,2.268002547
26,0.875,0.925,0.050000000000000044,0.571942888
27,0.9166666666666666,0.8125,-0.10416666666666663,1.274212377
28,0.75,0.6625,-0.08750000000000002,1.274212377
29,0.7083333333333334,0.7375,0.029166666666666674,0.687529472
30,0.9583333333333334,0.8125,-0.14583333333333337,0.687529472
31,0.9166666666666666,0.825,-0.09166666666666667,0.687529472
32,0.7083333333333334,0.7,-0.008333333333333415,0.654072814
33,0.875,0.85,-0.025000000000000022,0.571942888
34,1.0,1.0,0.0,0.687529472
35,0.7083333333333334,0.5875,-0.12083333333333335,0.687529472
36,0.875,0.85,-0.025000000000000022,0.571942888
37,0.9166666666666666,0.8375,-0.07916666666666661,2.268002547
38,1.0,0.9875,-0.012499999999999956,0.687529472
39,0.875,0.65,-0.22499999999999998,1.274212377
40,0.7916666666666666,0.75,-0.04166666666666663,1.274212377
41,0.8333333333333334,0.7,-0.13333333333333341,0.880355226
42,0.75,0.75,0.0,1.274212377
43,0.875,0.5125,-0.36250000000000004,2.268002547
44,1.0,1.0,0.0,1.274212377
45,0.8333333333333334,0.8125,-0.02083333333333337,0.880355226
46,0.875,0.7875,-0.08750000000000002,1.274212377
47,1.0,0.975,-0.025000000000000022,1.274212377
48,0.4583333333333333,0.5125,0.05416666666666664,1.274212377
49,0.625,0.5875,-0.03749999999999998,0.880355226
50,1.0,0.825,-0.17500000000000004,0.654072814
51,1.0,0.9625,-0.03749999999999998,0.654072814
52,0.875,0.9375,0.0625,0.880355226
53,1.0,0.95,-0.050000000000000044,0.687529472
54,1.0,0.95,-0.050000000000000044,1.274212377
55,1.0,0.925,-0.07499999999999996,0.880355226
56,0.75,0.525,-0.22499999999999998,0.880355226
57,1.0,1.0,0.0,0.880355226
58,0.75,0.5375,-0.21250000000000002,2.268002547
59,0.9166666666666666,0.7875,-0.12916666666666665,0.571942888
60,1.0,1.0,0.0,0.687529472
61,0.875,0.7125,-0.16249999999999998,1.274212377
62,0.625,0.625,0.0,1.274212377
63,1.0,0.925,-0.07499999999999996,1.273550064
64,1.0,1.0,0.0,0.687529472
65,0.08333333333333333,0.4125,0.32916666666666666,1.274212377
66,0.9583333333333334,0.7875,-0.1708333333333334,0.687529472
67,0.7916666666666666,0.875,0.08333333333333337,0.687529472
68,0.875,0.8,-0.07499999999999996,0.571942888
69,0.9583333333333334,0.85,-0.10833333333333339,1.274212377
70,0.875,0.7875,-0.08750000000000002,0.880355226
71,1.0,1.0,0.0,0.687529472
72,0.9583333333333334,0.925,-0.033333333333333326,1.273550064
73,0.75,0.75,0.0,0.880355226
74,1.0,0.975,-0.025000000000000022,0.880355226
75,0.9583333333333334,0.9,-0.05833333333333335,0.880355226
76,0.7083333333333334,0.6625,-0.04583333333333339,1.274212377
77,1.0,0.9875,-0.012499999999999956,1.274212377
78,0.7083333333333334,0.675,-0.033333333333333326,0.607515266
79,0.9583333333333334,0.925,-0.033333333333333326,0.571942888
80,0.9166666666666666,0.9,-0.016666666666666607,0.880355226
81,1.0,0.9875,-0.012499999999999956,1.274212377
82,0.7916666666666666,0.5625,-0.22916666666666663,1.274212377
83,0.7083333333333334,0.625,-0.08333333333333337,1.274212377
84,0.7916666666666666,0.45,-0.3416666666666666,0.654072814
85,0.9166666666666666,0.8375,-0.07916666666666661,0.571942888
86,0.875,0.75,-0.125,0.880355226
87,0.75,0.6875,-0.0625,0.654072814
88,0.5833333333333334,0.6125,0.029166666666666674,0.607515266
89,0.9583333333333334,0.95,-0.008333333333333415,0.571942888
90,0.625,0.625,0.0,1.274212377
91,1.0,1.0,0.0,1.274212377
92,1.0,0.9625,-0.03749999999999998,2.268002547
93,0.8333333333333334,0.625,-0.20833333333333337,0.880355226
94,0.9583333333333334,0.875,-0.08333333333333337,0.687529472
95,0.6666666666666666,0.6125,-0.054166666666666585,0.654072814
96,0.7083333333333334,0.8125,0.10416666666666663,0.571942888
97,1.0,0.9875,-0.012499999999999956,0.654072814
98,0.5833333333333334,0.4,-0.18333333333333335,2.268002547
99,0.9583333333333334,0.85,-0.10833333333333339,1.274212377
100,1.0,0.9875,-0.012499999999999956,1.273550064
101,1.0,0.9625,-0.03749999999999998,0.571942888
102,0.75,0.7125,-0.03749999999999998,0.880355226
103,1.0,1.0,0.0,2.268002547
104,0.625,0.5,-0.125,1.274212377
105,0.875,0.925,0.050000000000000044,2.268002547
106,0.75,0.5,-0.25,0.654072814
107,1.0,1.0,0.0,1.273550064
108,0.9583333333333334,0.975,0.016666666666666607,1.274212377
109,0.75,0.75,0.0,0.571942888
110,1.0,1.0,0.0,0.571942888
111,0.8333333333333334,0.7625,-0.07083333333333341,1.274212377
112,1.0,0.8625,-0.13749999999999996,0.687529472
113,1.0,0.7875,-0.21250000000000002,0.571942888
114,0.75,0.7,-0.050000000000000044,0.880355226
115,0.625,0.625,0.0,1.274212377
116,1.0,1.0,0.0,0.687529472
117,0.7083333333333334,0.7125,0.004166666666666652,0.571942888
